36359329835505530	6843358505416683693
168437400931144903	961421098734626813
168437400931144903	1367968407401217879
168437400931144903	2270437664547777682
168437400931144903	2381426201672413470
168437400931144903	3694025250309277803
168437400931144903	4289177408495534056
168437400931144903	4876378461651498574
168437400931144903	4898810637927996530
168437400931144903	5397795112799724806
168437400931144903	5513532497162072006
168437400931144903	5513532497446264506
168437400931144903	5781525238152196030
168437400931144903	6033170360494767837
168437400931144903	7647287135606994048
168437400931144903	8057641240036215591
168437400931144903	8069908956126960798
168437400931144903	8405829285832207680
179898883283219993	4315052278831489964
301281802531867654	8830299306937918434
342557919038552715	1735121673437871410
363637519111040326	5784754943817951325
367077018140722643	8830299306937918434
448158325318360380	1661310991689113163
448158325318360380	2171120834129478019
448158325318360380	3771414652354456722
448158325318360380	4441006350962354301
448158325318360380	4898810696993654771
448158325318360380	5465543055669093770
448158325318360380	6576781245834002227
448158325318360380	8873173869374784130
502611354830537043	7097126743572404313
618967749037755047	1746517089350976281
645252613249910149	1746517089350976281
696949353252152555	5140037943742495838
714031300465291325	1746517089350976281
1081989810475739294	8494280508059481751
1164897641573898176	134039928419267654
1164897641573898176	1097208530152157239
1164897641573898176	1763361087741909953
1164897641573898176	1784276496146486103
1164897641573898176	1913460997785806962
1164897641573898176	2006503195094794121
1164897641573898176	2172168815071283081
1164897641573898176	2272444103035929726
1164897641573898176	2968141168752224042
1164897641573898176	3351804022671191386
1164897641573898176	3351804022671198690
1164897641573898176	3753152108365257394
1164897641573898176	3836900345207464521
1164897641573898176	4289175145516656442
1164897641573898176	4888312144859601686
1164897641573898176	5513532493763395516
1164897641573898176	6116139080234363031
1164897641573898176	6499592326413254983
1164897641573898176	7096547112150175630
1164897641573898176	7096547112162020110
1164897641573898176	7096547112164342582
1164897641573898176	7603833209257267384
1164897641573898176	8057641240036215591
1164897641573898176	8227505362974312783
1164897641573898176	8266717953040423303
1164897641573898176	8277927145654720127
1164897641573898176	8279104141605424195
1164897641573898176	8774188675945721636
1164897641573898176	9171476758960913346
1280798113755328224	1735121673437871410
1367968407549266418	8830299306937918434
1367968407562530938	1088044940375538772
1367968407562530973	7765094570804158624
1367968407562530975	8830299306937918434
1367968407562530975	9155445784333980049
1367968407591193047	1746517089350976281
1367968407830548826	8830299306937918434
1367968407888671358	1746517089350976281
1400019788848693642	8830299306937918434
1401657417422520616	4178554526125894885
1603706085309229551	5812902353395194306
1612411518787905311	1735121673437871410
1612413347435118669	8830299306937918434
1618809099353010057	8830299306937918434
1640601897400063337	8830299306937918434
1641121355270779146	1746517089350976281
1652389955348016054	4798027426814626803
1677817681691463518	8830299306937918434
1681058275819700083	1746517089350976281
1681058275819700083	8189555826524603359
1730480826804290724	1735121673437871410
1746517089350976281	42343591070899038
1746517089350976281	141745682680373772
1746517089350976281	167633206308443782
1746517089350976281	173508409019999791
1746517089350976281	230805583427391766
1746517089350976281	275833939595023173
1746517089350976281	290343697355110541
1746517089350976281	385704518506784769
1746517089350976281	434779404124738142
1746517089350976281	443952852637640503
1746517089350976281	497048819723143676
1746517089350976281	533544275833168761
1746517089350976281	536713918459899038
1746517089350976281	594045684092795180
1746517089350976281	688402518378064974
1746517089350976281	701292917300200520
1746517089350976281	726761672616911605
1746517089350976281	781661258445660449
1746517089350976281	854765257604096832
1746517089350976281	885027243520031368
1746517089350976281	1037647668990347737
1746517089350976281	1043696771713850396
1746517089350976281	1080824228365528421
1746517089350976281	1121684675663352656
1746517089350976281	1134911760014989030
1746517089350976281	1151439084519860411
1746517089350976281	1164897641584173425
1746517089350976281	1205995186240730821
1746517089350976281	1213035389110490025
1746517089350976281	1221629432217079064
1746517089350976281	1367968407183226568
1746517089350976281	1367968407463871863
1746517089350976281	1367968407698538558
1746517089350976281	1367968407895127687
1746517089350976281	1415409334877745665
1746517089350976281	1418363709841251756
1746517089350976281	1657929981427164185
1746517089350976281	1659184679155229871
1746517089350976281	1663638548810786621
1746517089350976281	1714338774222860281
1746517089350976281	1735121673437871410
1746517089350976281	1769137581763534224
1746517089350976281	1780896011270129123
1746517089350976281	1783023572833231120
1746517089350976281	1799872041322934606
1746517089350976281	1846615105922631631
1746517089350976281	1847564715458244648
1746517089350976281	1863445511295309582
1746517089350976281	1880698734804106989
1746517089350976281	1893185255208623098
1746517089350976281	1986851945759301505
1746517089350976281	2034430802794798167
1746517089350976281	2039641144293151810
1746517089350976281	2046568503023145177
1746517089350976281	2058865743937640256
1746517089350976281	2059109622853669022
1746517089350976281	2082797461428828604
1746517089350976281	2110577307626904485
1746517089350976281	2146171837969037524
1746517089350976281	2172168815071283081
1746517089350976281	2188417894319539808
1746517089350976281	2201130403755005115
1746517089350976281	2235457508794204105
1746517089350976281	2321946881171983596
1746517089350976281	2413295323746716178
1746517089350976281	2430684528729007863
1746517089350976281	2556277915074584946
1746517089350976281	2754796974925548740
1746517089350976281	2803985759955997765
1746517089350976281	2817315233321852536
1746517089350976281	2999499553609602836
1746517089350976281	3100195229244974456
1746517089350976281	3103265296559765685
1746517089350976281	3189418733167935063
1746517089350976281	3226021664064873302
1746517089350976281	3338056281352642121
1746517089350976281	3351804022671193904
1746517089350976281	3351804022671194439
1746517089350976281	3399211197362988318
1746517089350976281	3459562537156897468
1746517089350976281	3477939018691186329
1746517089350976281	3565880557948692712
1746517089350976281	3647222978568724168
1746517089350976281	3675760757569790131
1746517089350976281	3704219326236983380
1746517089350976281	3760888633057223462
1746517089350976281	3761547758025347991
1746517089350976281	3761547758025352251
1746517089350976281	3762124653522027785
1746517089350976281	3786733625249603955
1746517089350976281	3819356961449552106
1746517089350976281	3837088664374232682
1746517089350976281	3837137949539050060
1746517089350976281	3837353193739051084
1746517089350976281	3837353227250881443
1746517089350976281	3837404748284064677
1746517089350976281	3838505326818908295
1746517089350976281	3858431188508138761
1746517089350976281	3875904540455484743
1746517089350976281	3966709679805427423
1746517089350976281	4010175925871453702
1746517089350976281	4253667177251223294
1746517089350976281	4289163636690187500
1746517089350976281	4289164526150203375
1746517089350976281	4289165549042126318
1746517089350976281	4289180148530862023
1746517089350976281	4289180655587559398
1746517089350976281	4326775589065259363
1746517089350976281	4404125650408791452
1746517089350976281	4519579421902006057
1746517089350976281	4562070245225492704
1746517089350976281	4582581116963111910
1746517089350976281	4647115456954202688
1746517089350976281	4666534598348383775
